商品ID,标题,价格,价格说明,店铺名称,店铺标签,销量,地区,商品链接,图片链接,品牌,型号,屏幕尺寸,刷新率,电池容量,像素,机身内存,充电功率,标签
902905447279,【手机政府补贴】OPPO 一加 13T 游戏性能手机骁龙 8 至尊版一加官方旗舰店官网正品AI智能5g国补手机,¥2687.04,,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=902905447279&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=0cde8aecc52c2ea4e218c9d26a5c0e6d97f86ce9&mi_id=0000FaInQ4v3MYYDQxSRcs9_mXaysLqOb9EH41YG6GYz7ek&skuId=5946528058016,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2256022143/O1CN01xzieam1RhXuBVru0M_!!2256022143.png_60x60.jpg,OnePlus/一加,,6.32英寸,120Hz,6260mAh,,16GB+512GB,80W,政府补贴4%; 已补300元; 超级爆款; 退货宝
1009029042779,iQOO 15第五代骁龙8至尊版2K三星珠峰屏自研芯片Q3游戏5G手机vivo,¥3458,,品盛数码通讯,,70人付款,广东 潮州,https://item.taobao.com/item.htm?id=1009029042779&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000uNpnUlTbZ6pKykGWO9HtzdB22rfZxULZFKKHx6OsFGA&skuId=6174826342459,"https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2162192073/O1CN01rRWKDz1RBU9zaceG6~crop,37,0,1180,1180~_!!2162192073.jpg_60x60.jpg",iQOO,,6.85英寸,144Hz,7000mAh,5000万,12GB+256GB,100w,退货宝
914128350412,【官方正品】vivo X200s新品蔡司天玑9400+旗舰芯拍照学生智能手机vivo官方正品,¥4199,补贴价,百亿补贴品牌优选,回头客1万,1万+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=914128350412&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=4c3f78c4646ebd79a4794cd8deb3a3a0b640b612&mi_id=0000XeedaiGKZxYPJuXDuTveua-uOAdW4k6UueccuNcQMh4&skuId=6225178390548&maskChannel=bybtrs,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01Bogluk1K9vV6EiuO4_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.67英寸,120Hz,6200mAh,,16GB+512GB,,超级爆款; 退货宝
914512986884,现货速发honor/荣耀 V Purse 荣耀V超长续航折叠正品激活5G全网通,¥3233.6,券后价,华正品手机店,8年老店,25人付款,上海,https://item.taobao.com/item.htm?id=914512986884&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000aNMWPF7ccu6y7MaJI_3uJ_a7IkiQk3FsSXky5f9EPXM&skuId=5781912473573,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2825390755/O1CN017PVN1V1HRq4aA3AIm_!!2825390755.jpg_60x60.jpg,honor/荣耀,,7.71英寸,,4500mAh,,16GB+512GB,,官方立减33元; 退货宝
886444817061,【限时赠365天只换不修】红魔11Pro+ 第五代骁龙8至尊版 8000mAh 脉动水冷引擎电竞游戏5G手机 156,¥5999.25,券后价,喵速达电器官方旗舰店,回头客60万,2000+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=886444817061&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000c93T-6A3B9_BNHlEy0NeP0nXlVGHrPDzqNXgMBilRmo&skuId=6031431817498,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2213856588863/O1CN01F2AvPS2FLJT0pU7P6_!!4611686018427384895-0-item_pic.jpg_60x60.jpg,红魔（手机）,,6.85英寸,144Hz,8000mAh,5000万,16GB+512GB,80W,政府补贴5%; 超级立减284元; 退货宝
1007391192951,【新品开售】努比亚红魔11Air 骁龙8至尊版 全系透明设计 主动散热风扇 游戏肩键 电竞5G手机,¥3699,券后价,红魔数码旗舰店,,500+人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1007391192951&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000_jumLPGDR1LEWSS_FQI6P-zFnUmWLOvvuygWiHm8v9w&skuId=6185859563252,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2216010189269/O1CN01nJdjD12ILGGUbqmbg_!!4611686018427382229-0-item_pic.jpg_60x60.jpg,红魔（手机）,,6.85英寸,144Hz,7000mAh,5000万,16GB+512GB,120W,退货宝
993016602639,【正品】手机政府补贴 OPPO 一加 Ace 6T 新品上市第五代骁龙 8 超高刷电竞屏游戏AI手机,¥2672.64,券后价,一加官方旗舰店,回头客10万,3万+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=993016602639&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000xY7zA8dHd599fRFAUA8uQg-C5SA3omjcy2ahb0Sf_PE&skuId=5980215096530,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2256022143/O1CN01gBeU0h1RhXuBT5FS5_!!4611686018427382399-2-item_pic.png_60x60.jpg,OnePlus/一加,,6.83英寸,165Hz,8300mAh,5000万,16GB+512GB,,满150减15; 政府补贴4%;  3期; 退货宝
1000139831534,HUAWEI Mate 80 麒麟9020芯片 第二代红枫影像 鸿蒙AI 华为手机直屏鸿蒙智能华为官方旗舰店,¥4699,,华为官方旗舰店,回头客4万,,广东 东莞,https://detail.tmall.com/item.htm?id=1000139831534&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000aoYHguOC_C8T5ovHw3Zs9HpdaPpnxcbM4VWGJgrFX50&skuId=5988194652866,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2838892713/O1CN01X4S1ES1VubeQvYE44_!!4611686018427383977-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.75英寸,120Hz,5750mAh,5000万,12GB+512GB,66W,退货宝
943230728846,HONOR/荣耀GT 5G智能手机幻影引擎第三代骁龙8旗舰芯片NFC游戏学生拍照手机,¥1497,补贴价,百亿补贴官方精选,回头客100万,3万+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=943230728846&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=f9542a32e160ab359a71a8fbd76c12da1eeb1484&mi_id=0000r0f0jYJ0LuvDuNmVjyUodoaAu3hHVQqIM0QnztIvJFo&skuId=6008488578285,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2217587502021/O1CN016ZfoQS1QnfVzr5nfL_!!4611686018427382725-2-item_pic.png_60x60.jpg,honor/荣耀,,6.7英寸,120Hz,5300mAh,,,100w,已补402元
1007449557823,【下单送小米Air4SE蓝牙耳机+晒图返50米红包】MIUI/小米 Xiaomi 17 Pro 新品上市小米徕卡联合研发,¥4499,国补后,天猫优品官方旗舰店,回头客40万,19人付款,浙江 金华,https://detail.tmall.com/item.htm?id=1007449557823&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=45c8d82a12c0fdc3ff6eceb2df02a7cb1ecdc959&mi_id=0000022TluxiPvEaeXPmjFiM20ivLthOJEWKrB85W20flJE&skuId=6003960869407,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01QLyDnm1XsQznknFiQ_!!4611686018427386867-2-item_pic.png_60x60.jpg,MIUI/小米,,6.3英寸,120Hz,6300mAh,5000万,12GB+512GB,,国家补贴15%; 退货宝; 对公支付
1019482680131,Apple/苹果【17pm】iPhone 17 Pro Max全网通17pm 5G手机2025新款,¥6178,,佛匠数码,,100+人付款,广东 深圳,https://item.taobao.com/item.htm?id=1019482680131&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000_rXMBK_4M6XuHouXbr1tsZC6fpvFwhj0cc7Zl-kKXvE&skuId=6192394571000,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2214417978081/O1CN0119qZmG29Z9jEfHPtO_!!2214417978081.jpg_60x60.jpg,Apple/苹果,,6.9英寸,120Hz,4823mAh,4800万,512GB,40W,退货宝
1032851445292,【手机政府补贴】OPPO K15 Pro 天玑8500SUPER oppo官方旗舰店oppok15pro正品新款5G大电池智能学生游戏手机,¥2879.04,,OPPO官方旗舰店,回头客2万,,广东 东莞,https://detail.tmall.com/item.htm?id=1032851445292&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=dedb1d20a3ef843378bd949c2f40b19f43c2a857&mi_id=0000rssAJErcfijluf4ID_VQyy8CXZT3fChgtBmhAHKxQiY&skuId=6231487355168,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/901409638/O1CN016QRb7R2L4GPnK0dkG_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.59英寸,144Hz,7500mAh,,12GB+256GB,,政府补贴4%; 退货宝
979527997230,【手机政府补贴】OPPO一加 15 第五代骁龙8至尊版性能旗舰新品游戏手机OPPO官方旗舰店官网正品新款AI手机,¥4319.04,,OPPO官方旗舰店,回头客2万,4000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=979527997230&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=b8d3361c87fbc1fcc29ecad405a0749c48ff27b6&mi_id=0000iONkfOPBAZMCTMpwFFqDSnD36CFiCJN95xcdiGoSBbc&skuId=6046441481810,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/901409638/O1CN01aLGSXG2L4GPygSZ58_!!4611686018427382630-2-item_pic.png_60x60.jpg,OPPO,,6.78英寸,165Hz,7300mAh,,12GB+256GB,,政府补贴4%; 热销爆款;  6期; 退货宝
992549342133,【官网】HONOR/荣耀500 焕新版 智能手机 2亿人像全能实况 8000mAh青海湖电池 第四代骁龙8s 正品 官方旗舰店,¥2984,券后价,荣耀官方旗舰店,回头客40万,3万+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=992549342133&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000Mnhbe5qmeauf9TYBqobevw4vrYYtHx1EhrtNzh80B_4&skuId=6210812582116,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1114511827/O1CN01Z0q0Jh1PMokRLSjMy_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.55英寸,120Hz,8000mAh,,16GB+512GB,80W,满150减15;  3期; 次日达; 退货宝
975400857143,【国家补贴+加补券300元】Apple/苹果 iPhone 17 手机官方旗舰店官网正品全新2025年新款5G全网通手机,¥5696.28,券后价,中国移动天猫手机官方旗舰店,14年老店,4000+人付款,广东 广州,https://detail.tmall.com/item.htm?id=975400857143&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000SeHdcLlWp3BBDQeX6ypWtMXpPMDxmdT2OeJEu-OR0zA&skuId=5927572156122,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/713805254/O1CN01iV2TWK1ogO47mmTvU_!!4611686018427383238-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,,4800万,512GB,,政府补贴5%; 超级爆款; 淘金币已抵2.92元; 退货宝
926931495453,vivo iQOO Z10 Turbo正品新款大电池大内存国家补贴学生智能手机,¥1831.68,补贴价,百亿补贴品牌优选,回头客30万,3万+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=926931495453&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=f6e208cfd33c2dc8e7056ce0bd3aadbd4208446c&mi_id=0000vToTTazTI-tUASZchpTq2TBqERwj4aQKCrEMmOz5UMM&skuId=6071039537660&maskChannel=bybtrs,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/883737303/O1CN011vdvvM23opaDiyfm1_!!4611686018427380439-0-item_pic.jpg_60x60.jpg,vivo,,6.78英寸,144Hz,7620mAh,5000万,16GB+256GB,,政府补贴4%; 已补150元; 超级爆款; 退货宝
1039835471965,【6%】MIUI/小米 REDMI K80 至尊版红米手机小米手机小米官方旗舰店新品红米k80至尊版学生游戏电竞旗舰手机,¥2250.55,券后价,天猫优品官方旗舰店,回头客40万,1人付款,安徽 合肥,https://detail.tmall.com/item.htm?id=1039835471965&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000v9wb6fBknHKyXSGPYN64Yt3dkfXTpmbByivZCXLCCh8&skuId=6225999554061,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2219157610336/O1CN01tIvMcz1ELwD7tEy4e_!!4611686018427387744-0-item_pic.jpg_60x60.jpg,MIUI/小米,,6.83英寸,144Hz,7410mAh,5000万,12GB+256GB,,政府补贴5%; 退货宝; 对公支付
1018487315643,新款Apple/苹果 iPhone 16 Pro国行正品全网通5G手机苹果16ProMax,¥4218,,品盛数码通讯,,53人付款,广东 潮州,https://item.taobao.com/item.htm?id=1018487315643&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000nEGIqlsiw0KO9-wo9qxP4VTBcLEgK-2bWD6RcKA08Mk&skuId=6226460847273,"https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2162192073/O1CN010b0CR91RBUAHJfO7B~crop,26,0,1411,1411~_!!2162192073.jpg_60x60.jpg",Apple/苹果,,6.3英寸,120Hz,3582mAh,,256GB,20W,退货宝
1011904010389,【新品上市】OPPO Reno15正品新款学生精致小直屏2亿像素超清影像百亿补贴,¥2199,补贴价,百亿补贴官方精选,回头客100万,1万+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=1011904010389&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=f388efe7fdb89cfaa1a21afaf80520bc344fe44e&mi_id=0000JPtQUlgsn_FSmLU7kv94SzzlWC4iuSbZwZJY5oZSq9Y&skuId=6180334171121,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2217587502021/O1CN01yiAZxW1QnfZAvppFr_!!4611686018427382725-2-item_pic.png_60x60.jpg,OPPO,,6.32英寸,120Hz,6200mAh,,,,已补841元
1043082559358,Apple/苹果 iPhone SE 苹果iPhone5s学生备用机拍照上网迷你复古,¥80,券后价,一璐优选数码,,13人付款,湖南 郴州,https://item.taobao.com/item.htm?id=1043082559358&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000-2zgRJ_izVsGS5vHdjM78vliS7W03cF2nH6sbqLlwc0&skuId=6066764980621,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/3855908274/O1CN014uQFYA2AzYBVH01Fh_!!3855908274.jpg_60x60.jpg,Apple/苹果,,4英寸,60Hz,1642mAh,1200万,16GB,10W,48小时内发
1002869110709,Huawei/华为 Pura 70 Pro超高速风驰闪拍超聚光北斗卫星原装正品,¥2488.66,券后价,YY数码高性价比,,13人付款,湖北 黄石,https://item.taobao.com/item.htm?id=1002869110709&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00001uksfeUwvfvr28-KgEip6y5x9veNplk6OZG2653SVOg&skuId=5994827529503,"https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2211904286960/O1CN01s09v8l21HjjH9ksNf~crop,14,14,774,774~_!!2211904286960.jpg_60x60.jpg",Huawei/华为,,6.8英寸,120Hz,5050mAh,,12GB+512GB,,退货宝
939346804003,【2025新品】OPPO Reno14 高清长焦人像实况照片女生直屏学生游戏6000mAh电池AI智能reno14护眼oppo百亿补贴,¥1869,补贴价,百亿补贴官方精选,回头客100万,3万+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=939346804003&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=30e27012b192323c0bbf1b2df0c13ec2c712e2c5&mi_id=000044eF20yqBcUd-On3hXpaADBYBOHV6Qr0l_eKIIYZWa4&skuId=5832694376495,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2217587502021/O1CN01fTbzg81QnfWBD6bzs_!!4611686018427382725-2-item_pic.png_60x60.jpg,OPPO,,6.59英寸,120Hz,6000mAh,,,80W,已补950元
896609590174,全新原封 小米红米14R MIUI/小米 Redmi 14r骁龙大电池5G双卡手机,¥596.08,券后价,武汉光大通讯,19年老店,200+人付款,湖北 武汉,https://item.taobao.com/item.htm?id=896609590174&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000oC9-fYOjmAbZjFjWDXmHGGDpo-PhgYjvHWTCfyW2UhM&skuId=5916003298660,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/15574073/O1CN01HnlW191fxUDJ8t7rL_!!15574073.png_60x60.jpg,redmi,,6.88英寸,120Hz,5160mAh,1300万像素,4GB+128GB,18W,淘金币已抵2.92元; 新品; 退货宝; 48小时内发
1043745946924,MIUI/小米 Xiaomi 15徕卡拍照全网通5G游戏手机小米15小屏5G手机,¥2020,,兴顺数码通讯,,11人付款,广东 深圳,https://item.taobao.com/item.htm?id=1043745946924&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000XztQjIyDfyn5bfdhtfc51U2FPilBlhXKD84ZnKa7yDU&skuId=6067436045993,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2288956944/O1CN01DjqkTO21APNvXmdOe_!!2288956944.jpg_60x60.jpg,MIUI/小米,,6.36英寸,120Hz,5400mAh,,12GB+512GB,,退货宝
999054467023,【官网】荣耀WIN RT 新品手机 10000mAh巨无霸青海湖电池 185Hz超高刷游戏体验 官方旗舰店官网全新正品,¥3248.64,券后价,荣耀官方旗舰店,回头客40万,8000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=999054467023&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000Wlwj930_zNbtHgfD8YaDlXntJJvWBuIzfdOWESsN6F8&skuId=6046270401742,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1114511827/O1CN01G5W0IP1PMokQnUFyi_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.83英寸,185Hz,10000mAh,,16GB+512GB,,满150减15; 政府补贴4%;  3期; 次日达; 退货宝
999658842484,【官网】HONOR/荣耀WIN第五代骁龙8至尊版10000mAh青海湖电池185Hz超高刷游戏手机 官方旗舰店 正品国补,¥3999,,荣耀官方旗舰店,回头客40万,1万+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=999658842484&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000uDc7bX_yqcsuSRnahL7qCjjeuRLX6fFvR7wkee1i0AE&skuId=6160886146106,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1114511827/O1CN01GT9VP61PMokR3bmxk_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.83英寸,185Hz,10000mAh,,12GB+512GB,, 6期; 次日达; 退货宝
975387933127,【中国联通自营】Apple/苹果 iPhone 17 Pro Max手机需现场激活联通官方旗舰店全新国行正品,¥9499,券后价,中国联通手机官方旗舰店,11年老店,7000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=975387933127&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000HZa_QglUqjIFeoQFlKaxY5CrRzUJZ0lI7ZOOLjgihHE&skuId=6149425331194,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2231547606/O1CN01LAeNvD263bbrcLgNx_!!4611686018427385558-2-item_pic.png_60x60.jpg,Apple/苹果,,6.9英寸,120Hz,4823mAh,4800万,256GB,40W,政府补贴10%; 退货宝
974154119907,【国家补贴/详情领淘金币抵扣】Apple/苹果 iPhone 17 手机官方正品旗舰店官网2025年新款5G全网通手机,¥5696.28,券后价,中国移动天猫手机官方旗舰店,14年老店,1万+人付款,广东 广州,https://detail.tmall.com/item.htm?id=974154119907&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00005tbP5vgh6lOaYE83GXdm2dfUiLqjiKX3jCPY6IOWwOA&skuId=6094511691721,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/713805254/O1CN01rKlq9e1ogO47pVwlt_!!4611686018427383238-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,,4800万,256GB,,政府补贴5%; 超级爆款; 热销爆款; 淘金币已抵2.92元; 退货宝
,,¥,,,,,,,,,,,,,,,,
,,¥,,,,,,,,,,,,,,,,
1037378068994,【新品】华为畅享 90 Plus 麒麟8系芯片 丝滑超好用 鸿蒙AI防诈 6620mAh巨鲸大电池 护眼手机华为官方旗舰店,¥1499,,华为官方旗舰店,回头客4万,,广东 东莞,https://detail.tmall.com/item.htm?id=1037378068994&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000NIf3wkE_YvruufrGHMRST1Y1-og7y_yxCwMnjjRYdFY&skuId=6052945021212,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2838892713/O1CN01k2dgnb1VubexqA4Im_!!4611686018427383977-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.67英寸,120Hz,6620mAh,5000万,128GB,,退货宝
1043161161797,【优惠100元】华为 nova 15 麒麟8020芯片 多焦段红枫影像  北斗卫星消息 华为直面屏智能手机华为官方旗舰店,¥2549,券后价,华为官方旗舰店,回头客4万,12人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1043161161797&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000wtYJbfsIpznAriz-YB-uJF26UbzlBtxF9msVoOFVQiE&skuId=6064653937492,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2838892713/O1CN01OsnyTv1VubeXurxtH_!!4611686018427383977-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.7英寸,120Hz,6000mAh,5000万,12GB+256GB,100w, 6期; 退货宝
1005182765441,honor/荣耀 GT全网通5G手机骁龙8旗舰芯电竞游戏120Hz高刷红外NFC,¥1573,券后价,数码优选馆,,45人付款,山东 临沂,https://item.taobao.com/item.htm?id=1005182765441&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000TexabfcsYFLGTHMNimp90YuYdhv0Cz9rMaSfF__706k&skuId=5997365244173,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/4054045643/O1CN014uSPN61rYY6xljJsv_!!4054045643.jpg_60x60.jpg,honor/荣耀,,6.7英寸,120Hz,5300mAh,,16GB+512GB,100w,官方立减17元;  3期; 退货宝; 公益宝贝
984259634105,【国家补贴至高立省500元】vivo X300新品蔡司2亿超级主摄天玑9500拍照学生智能手机官方旗舰店官网,¥4139.1,券后价,vivo手机官方旗舰店,回头客1万,1000+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=984259634105&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000jj0rWSfWnebHJ2DbtsEaA3TPkq3l85stXlrCX5dcQX8&skuId=6234057083885,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01GCgjcy1K9vWOhc0Jv_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.31英寸,120Hz,6040mAh,,16GB+256GB,,政府补贴10%;  12期; 退货宝
994161520210,【国家补贴至高省500元】vivo S50 学生拍照大电池大内存手机 vivo手机官方旗舰店正品官网新款s30,¥2685.6,券后价,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=994161520210&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000d2oLGTSN-4Wlp25JDoaaDnd3Vf_NrDw-Cnw36UfcmMc&skuId=6235069658459,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01x7Yz8i1K9vWOqajlk_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.59英寸,120Hz,6500mAh,,12GB+256GB,,满150减15; 政府补贴10%;  12期; 退货宝
922126623452,【新品上市】OPPO Find X8s极窄四等边小直屏冰川电池学生天玑9400+哈苏人像智能拍照手机oppo百亿补贴,¥2689,补贴价,百亿补贴官方精选,回头客100万,1万+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=922126623452&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=2a1ed6d456110b5fa92cdb70815db09711d9a58f&mi_id=0000bgOhuiQvbl0-YVTJCDRLA3FPbC63ObEYsXjXqdyFBks&skuId=5966012710902,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2217587502021/O1CN01OleMuQ1QnfVNHvWuj_!!4611686018427382725-2-item_pic.png_60x60.jpg,OPPO,,6.32英寸,120Hz,5700mAh,5000万,,80W,已补1300元
1005917953269,【15%国家补贴】OPPO真我Neo8第五代骁龙8长续航大电池新款学生智能AI游戏性能手机新品上市realme正品,¥2599,,realme官方旗舰店,回头客3万,,广东 东莞,https://detail.tmall.com/item.htm?id=1005917953269&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000d2R2h3Al-m65SqqvYJD49hmUpy4MOhmS4QtIUVMvXHw&skuId=6018772148846,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2200766936524/O1CN01TXNCio1y433eaJLrA_!!4611686018427385292-2-item_pic.png_60x60.jpg,Realme/真我,,6.78英寸,165Hz,8000mAh,5000万,16GB+512GB,80W,超级爆款;  3期; 退货宝
1035681279364,【晒单返30元红包】vivo iQOO Z11新品iqooz11手机z11系列官方正品turbo旗舰vivo专卖店学生备用游戏大电池,¥1994.05,,天猫优品官方旗舰店,回头客40万,52人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1035681279364&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=7c75640c63761c9d5c3caf95414d7ab7460fe49d&mi_id=0000czo4-TNPPctjhgSTms6yf29Zzn1h__aajk8LsqjuLDY&skuId=6054099745806,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01Nx573f1XsR0v5oQuo_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,vivo,,6.83英寸,165Hz,9020mAh,5000万,12GB+512GB,,政府补贴5%; 热销爆款; 退货宝; 对公支付
1031275919826,【手机政府补贴】OPPO K15 Pro+ 天玑9500s oppo官方旗舰店oppok15pro+正品新款5G大电池智能学生游戏手机,¥3071.04,券后价,OPPO官方旗舰店,回头客2万,,广西 南宁,https://detail.tmall.com/item.htm?id=1031275919826&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000zvqc-z08J8iBn2lEAugAkgEDA-1biwgnyM4vHAafAZA&skuId=6235153446987,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/901409638/O1CN01rghY3m2L4GPz0k1RQ_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.78英寸,165Hz,8000mAh,,12GB+256GB,,政府补贴4%;  12期; 退货宝
923354953511,Apple/苹果iPhone 16 Pro Max以租代购手机租赁分期月付,¥789.08,券后价,创丽租手机租赁数码分期,14年老店,17人付款,浙江 杭州,https://item.taobao.com/item.htm?id=923354953511&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000RwPlw55htnRKlT7MUrqljTtc1CuGXzCWyNP2tClWQbQ&skuId=6212000203382,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/139621505/O1CN01LbUzi21MzLCuAUaXr_!!139621505.jpg_60x60.jpg,Apple/苹果,,6.9英寸,120Hz,4685mAh,,512GB,20W,官方立减8元; 淘金币已抵2.92元
